anchor_left (0),anchor_right (100),clue,target,response_list,response_mean,difference,category,,,,,
Snack,Meal,Tasting menu,90,"78, 83, 95, 92, 92",88,2,Objective,,,,,
Snack,Meal,Veggie wrap,40,"39, 64, 60, 62, 58",56.6,16.6,Objective,,,,,
Snack,Meal,Hard-boiled egg,33,"30, 19, 15, 12, 15",18.2,14.8,Objective,,,,,
Snack,Meal,Five-course dinner,95,"99, 95, 98, 99, 98",97.8,2.8,Objective,,,,,
Snack,Meal,Chicken wrap,48,"62, 61, 65, 65, 62",63,15,Objective,,,,,
Snack,Meal,Wedding feast,96,"94, 98, 98, 99, 98",97.4,1.4,Objective,,,,,
Snack,Meal,Fried rice,44,"72, 70, 78, 78, 72",74,30,Objective,,,,,
Snack,Meal,Turkey dinner,81,"89, 89, 95, 95, 95",92.6,11.6,Objective,,,,,
Snack,Meal,Soup,43,"50, 41, 60, 55, 55",52.2,9.2,Objective,,,,,
Snack,Meal,Pretzel,8,"39, 29, 12, 10, 12",20.4,12.4,Objective,,,,,
Snack,Meal,Raisins,12,"11, 11, 8, 5, 8",8.6,3.4,Objective,,,,,
Snack,Meal,Stir fry,52,"73, 72, 80, 80, 78",76.6,24.6,Objective,,,,,
Snack,Meal,Single grape,7,"3, 2, 2, 2, 3",2.4,4.6,Objective,,,,,
Snack,Meal,Breath strip,4,"1, 1, 1, 1, 2",1.2,2.8,Objective,,,,,
Snack,Meal,Trail mix,26,"37, 33, 20, 15, 15",24,2,Objective,,,,,
Snack,Meal,Pasta bowl,50,"74, 79, 82, 85, 82",80.4,30.4,Objective,,,,,
Snack,Meal,Smoothie,33,"44, 49, 35, 22, 25",35,2,Objective,,,,,
Snack,Meal,Pork chop,73,"73, 61, 82, 82, 82",76,3,Objective,,,,,
Snack,Meal,Protein bar,29,"43, 39, 20, 12, 12",25.2,3.8,Objective,,,,,
Snack,Meal,Baby carrots,10,"7, 5, 10, 5, 8",7,3,Objective,,,,,
Snack,Meal,Banana,20,"17, 10, 15, 10, 12",12.8,7.2,Objective,,,,,
Snack,Meal,Grilled salmon,69,"79, 74, 85, 88, 85",82.2,13.2,Objective,,,,,
Snack,Meal,Cracker,4,"9, 3, 5, 5, 5",5.4,1.4,Objective,,,,,
Snack,Meal,Lamb roast,80,"84, 82, 92, 95, 92",89,9,Objective,,,,,
Snack,Meal,Salad bowl,45,"55, 47, 55, 55, 55",53.4,8.4,Objective,,,,,
Snack,Meal,Cheese cube,6,"8, 9, 5, 5, 8",7,1,Objective,,,,,
Snack,Meal,Gyro wrap,38,"76, 59, 68, 68, 65",67.2,29.2,Objective,,,,,
Snack,Meal,Peanuts,9,"19, 18, 12, 8, 10",13.4,4.4,Objective,,,,,
Snack,Meal,Rice cake,11,"14, 15, 8, 8, 8",10.6,0.4,Objective,,,,,
Snack,Meal,Fruit cup,33,"14, 16, 15, 12, 12",13.8,19.2,Objective,,,,,
Snack,Meal,Mac and cheese,44,"66, 68, 78, 75, 72",71.8,27.8,Objective,,,,,
Snack,Meal,String cheese,21,"17, 19, 8, 5, 8",11.4,9.6,Objective,,,,,
Snack,Meal,Thanksgiving plate,85,"94, 92, 95, 98, 98",95.4,10.4,Objective,,,,,
Snack,Meal,Prime rib,84,"90, 90, 90, 92, 90",90.4,6.4,Objective,,,,,
Snack,Meal,Avocado toast,40,"51, 47, 42, 35, 35",42,2,Objective,,,,,
Snack,Meal,Burrito,44,"71, 83, 78, 78, 72",76.4,32.4,Objective,,,,,
Tiny,Huge,Oil rig,69,"76, 80, 88, 88, 88",84,15,Objective,,,,,
Tiny,Huge,House,53,"72, 86, 72, 72, 68",74,21,Objective,,,,,
Tiny,Huge,Refrigerator,35,"55, 55, 60, 55, 55",56,21,Objective,,,,,
Tiny,Huge,Mountain,73,"88, 89, 90, 92, 92",90.2,17.2,Objective,,,,,
Tiny,Huge,Pinhead,13,"4, 3, 2, 2, 3",2.8,10.2,Objective,,,,,
Tiny,Huge,Key,20,"11, 8, 15, 12, 12",11.6,8.4,Objective,,,,,
Tiny,Huge,Glacier,79,"83, 92, 92, 92, 90",89.8,10.8,Objective,,,,,
Tiny,Huge,Supercluster,99,"100, 98, 99, 99, 99",99,0,Objective,,,,,
Tiny,Huge,Brick,29,"12, 11, 35, 30, 25",22.6,6.4,Objective,,,,,
Tiny,Huge,Oil tanker,57,"72, 81, 90, 92, 92",85.4,28.4,Objective,,,,,
Tiny,Huge,Ant,10,"9, 5, 3, 3, 5",5,5,Objective,,,,,
Tiny,Huge,Backpack,32,"15, 15, 30, 30, 30",24,8,Objective,,,,,
Tiny,Huge,Moon,85,"83, 88, 95, 92, 92",90,5,Objective,,,,,
Tiny,Huge,Space shuttle,67,"79, 79, 85, 85, 85",82.6,15.6,Objective,,,,,
Tiny,Huge,Wind turbine,64,"83, 82, 85, 85, 85",84,20,Objective,,,,,
Tiny,Huge,Sesame seed,12,"6, 4, 2, 2, 3",3.4,8.6,Objective,,,,,
Tiny,Huge,Neutron star,89,"100, 97, 82, 82, 82",88.6,0.4,Objective,,,,,
Tiny,Huge,Sedan,57,"63, 78, 65, 60, 58",64.8,7.8,Objective,,,,,
Tiny,Huge,Island,75,"74, 82, 90, 82, 82",82,7,Objective,,,,,
Tiny,Huge,Notebook,27,"18, 14, 22, 20, 18",18.4,8.6,Objective,,,,,
Tiny,Huge,Semi truck,56,"76, 79, 75, 78, 78",77.2,21.2,Objective,,,,,
Tiny,Huge,Ocean,80,"83, 85, 97, 97, 98",92,12,Objective,,,,,
Tiny,Huge,Fingernail,17,"11, 8, 5, 5, 8",7.4,9.6,Objective,,,,,
Tiny,Huge,Coin,18,"13, 7, 8, 8, 8",8.8,9.2,Objective,,,,,
Tiny,Huge,Gas giant,86,"99, 93, 97, 97, 97",96.6,10.6,Objective,,,,,
Tiny,Huge,Shopping cart,33,"20, 18, 45, 40, 38",32.2,0.8,Objective,,,,,
Tiny,Huge,Postage stamp,23,"9, 8, 3, 3, 5",5.6,17.4,Objective,,,,,
Tiny,Huge,Volcano,76,"86, 88, 90, 90, 90",88.8,12.8,Objective,,,,,
Tiny,Huge,Aircraft carrier,66,"82, 92, 92, 95, 92",90.6,24.6,Objective,,,,,
Tiny,Huge,Star,88,"96, 99, 98, 95, 95",96.6,8.6,Objective,,,,,
Tiny,Huge,Grain of sand,5,"1, 3, 1, 1, 2",1.6,3.4,Objective,,,,,
Tiny,Huge,Nebula,95,"98, 100, 98, 98, 98",98.4,3.4,Objective,,,,,
Tiny,Huge,Atom,0,"0, 1, 1, 1, 1",0.8,0.8,Objective,,,,,
Tiny,Huge,Flea,15,"4, 2, 2, 2, 3",2.6,12.4,Objective,,,,,
Tiny,Huge,Continent,81,"93, 89, 95, 97, 95",93.8,12.8,Objective,,,,,
Tiny,Huge,Dust mite,10,"3, 2, 1, 1, 2",1.8,8.2,Objective,,,,,
Tiny,Huge,Observable universe,99,"97, 98, 100, 100, 100",99,0,Objective,,,,,
Tiny,Huge,SUV,44,"69, 66, 65, 62, 60",64.4,20.4,Objective,,,,,
Tiny,Huge,USB drive,25,"15, 11, 8, 8, 8",10,15,Objective,,,,,
Tiny,Huge,Stadium,65,"82, 73, 82, 88, 88",82.6,17.6,Objective,,,,,
Tiny,Huge,Yacht,77,"74, 83, 78, 80, 78",78.6,1.6,Objective,,,,,
Tiny,Huge,Solar system,92,"99, 95, 98, 98, 97",97.4,5.4,Objective,,,,,
Tiny,Huge,Planet,81,"90, 92, 97, 95, 95",93.8,12.8,Objective,,,,,
Tiny,Huge,Skyscraper,62,"79, 86, 85, 92, 90",86.4,24.4,Objective,,,,,
Tiny,Huge,National park,79,"72, 79, 90, 90, 88",83.8,4.8,Objective,,,,,
Tiny,Huge,Galaxy cluster,97,"99, 99, 99, 99, 99",99,2,Objective,,,,,
Tiny,Huge,Black hole,98,"100, 99, 92, 88, 85",92.8,5.2,Objective,,,,,
Tiny,Huge,Container ship,56,"69, 84, 90, 92, 88",84.6,28.6,Objective,,,,,
Tiny,Huge,Phone,25,"17, 23, 15, 15, 15",17,8,Objective,,,,,
Tiny,Huge,Cargo ship,71,"68, 87, 88, 90, 88",84.2,13.2,Objective,,,,,
Messy food,Clean food,Fried chicken,59,"23, 19, 22, 22, 22",21.6,37.4,Objective,,,,,
Messy food,Clean food,Celery sticks,96,"96, 96, 92, 92, 92",93.6,2.4,Objective,,,,,
Messy food,Clean food,Chips,31,"26, 26, 72, 72, 72",53.6,22.6,Objective,,,,,
Messy food,Clean food,Stir fry rice,57,"53, 37, 65, 60, 58",54.6,2.4,Objective,,,,,
Messy food,Clean food,Pizza slice,32,"40, 29, 30, 35, 35",33.8,1.8,Objective,,,,,`
Messy food,Clean food,Corn on the cob,21,"29, 19, 25, 20, 22",23,2,Objective,,,,,
Messy food,Clean food,Messy burger,9,"9, 6, 8, 5, 5",6.6,2.4,Objective,,,,,
Messy food,Clean food,Sliced fruit,73,"89, 92, 88, 88, 85",88.4,15.4,Objective,,,,,
Messy food,Clean food,Pasta with sauce,45,"49, 31, 18, 18, 18",26.8,18.2,Objective,,,,,
Messy food,Clean food,Taco,13,"46, 29, 20, 15, 18",25.6,12.6,Objective,,,,,
Messy food,Clean food,Noodle soup,34,"42, 49, 15, 12, 12",26,8,Objective,,,,,
Messy food,Clean food,Ramen,25,"37, 31, 15, 15, 15",22.6,2.4,Objective,,,,,
Messy food,Clean food,Toast,78,"65, 50, 82, 85, 82",72.8,5.2,Objective,,,,,
Messy food,Clean food,Salad bowl,69,"74, 68, 65, 65, 65",67.4,1.6,Objective,,,,,
Messy food,Clean food,Carrot stick,88,"94, 98, 92, 95, 95",94.8,6.8,Objective,,,,,
Messy food,Clean food,Sushi roll,70,"73, 78, 85, 88, 85",81.8,11.8,Objective,,,,,
Messy food,Clean food,Sandwich wrap,68,"64, 72, 75, 72, 72",71,3,Objective,,,,,
Messy food,Clean food,Lasagna,47,"18, 8, 25, 22, 22",19,28,Objective,,,,,
Messy food,Clean food,Protein bar,91,"80, 81, 90, 92, 92",87,4,Objective,,,,,
Messy food,Clean food,Sloppy joe,3,"6, 3, 5, 3, 5",4.4,1.4,Objective,,,,,
Messy food,Clean food,Sliced turkey,64,"74, 69, 85, 88, 88",80.8,16.8,Objective,,,,,
Messy food,Clean food,Burrito bowl,61,"55, 52, 55, 55, 55",54.4,6.6,Objective,,,,,
Messy food,Clean food,Granola bar,84,"76, 73, 88, 90, 90",83.4,0.6,Objective,,,,,
Messy food,Clean food,Soup in a cup,74,"60, 73, 40, 45, 42",52,22,Objective,,,,,
Messy food,Clean food,Hot wings,10,"9, 8, 10, 8, 8",8.6,1.4,Objective,,,,,
Messy food,Clean food,Cashews,94,"86, 82, 90, 95, 92",89,5,Objective,,,,,
Messy food,Clean food,Chili dog,11,"8, 8, 8, 8, 8",8,3,Objective,,,,,
Messy food,Clean food,Dripping ice cream,17,"5, 5, 5, 5, 5",5,12,Objective,,,,,
Messy food,Clean food,Pulled pork sandwich,3,"14, 11, 10, 8, 8",10.2,7.2,Objective,,,,,
Messy food,Clean food,Grape,87,"90, 90, 95, 95, 95",93,6,Objective,,,,,
Messy food,Clean food,Mint,98,"99, 99, 98, 98, 98",98.4,0.4,Objective,,,,,
Messy food,Clean food,Fondue,13,"15, 13, 18, 18, 18",16.4,3.4,Objective,,,,,
Messy food,Clean food,Bento box,66,"71, 83, 82, 82, 82",80,14,Objective,,,,,
Messy food,Clean food,Loaded nachos,21,"19, 7, 8, 8, 8",10,11,Objective,,,,,
Messy food,Clean food,Syrup pancakes,38,"25, 15, 10, 10, 10",14,24,Objective,,,,,
Messy food,Clean food,Cotton candy,18,"24, 37, 35, 25, 25",29.2,11.2,Objective,,,,,
Messy food,Clean food,BBQ sandwich,23,"5, 13, 8, 10, 10",9.2,13.8,Objective,,,,,
Messy food,Clean food,Crab legs,5,"14, 14, 12, 8, 10",11.6,6.6,Objective,,,,,
Messy food,Clean food,Apple slice,84,"90, 100, 92, 92, 92",93.2,9.2,Objective,,,,,
Messy food,Clean food,Hard-boiled egg,76,"85, 90, 88, 90, 88",88.2,12.2,Objective,,,,,
Messy food,Clean food,Sushi burrito,37,"33, 38, 25, 55, 35",37.2,0.2,Objective,,,,,
Messy food,Clean food,Lobster,7,"44, 78, 15, 15, 15",33.4,26.4,Objective,,,,,
Messy food,Clean food,Cheese and crackers,78,"69, 87, 85, 85, 85",82.2,4.2,Objective,,,,,
Messy food,Clean food,Shawarma,37,"25, 39, 22, 25, 22",26.6,10.4,Objective,,,,,
Messy food,Clean food,Burrito,22,"20, 34, 22, 30, 25",26.2,4.2,Objective,,,,,
Messy food,Clean food,Gyro wrap,14,"29, 43, 30, 28, 30",32,18,Objective,,,,,
Messy food,Clean food,Banana split,18,"25, 29, 12, 15, 15",19.2,1.2,Objective,,,,,
Messy food,Clean food,Ribs,4,"1, 2, 8, 5, 5",4.2,0.2,Objective,,,,,
Messy food,Clean food,Grilled fish,61,"66, 78, 80, 82, 78",76.8,15.8,Objective,,,,,
Messy food,Clean food,Bagel,79,"70, 86, 72, 80, 75",76.6,2.4,Objective,,,,,
Dangerous Job,Safe Job,Taxi driver,45,"60, 43, 35, 35, 35",41.6,3.4,Objective,,,,,
Dangerous Job,Safe Job,Coal miner,11,"9, 21, 8, 5, 8",10.2,0.8,Objective,,,,,
Dangerous Job,Safe Job,Technical writer,82,"88, 88, 92, 95, 92",91,9,Objective,,,,,
Dangerous Job,Safe Job,Fighter pilot,8,"6, 21, 5, 3, 5",8,0,Objective,,,,,
Dangerous Job,Safe Job,Barista,90,"88, 79, 88, 88, 85",85.6,4.4,Objective,,,,,
Dangerous Job,Safe Job,Librarian,87,"99, 92, 95, 97, 95",95.6,8.6,Objective,,,,,
Dangerous Job,Safe Job,Nurse,30,"43, 61, 40, 40, 42",45.2,15.2,Objective,,,,,
Dangerous Job,Safe Job,Construction worker,25,"19, 28, 18, 15, 15",19,6,Objective,,,,,
Dangerous Job,Safe Job,Deep sea diver,15,"18, 27, 8, 5, 8",13.2,1.8,Objective,,,,,
Dangerous Job,Safe Job,Combat soldier,12,"7, 10, 3, 2, 3",5,7,Objective,,,,,
Dangerous Job,Safe Job,Copy editor,82,"93, 90, 95, 95, 95",93.6,11.6,Objective,,,,,
Dangerous Job,Safe Job,Test pilot,8,"10, 30, 5, 5, 5",11,3,Objective,,,,,
Dangerous Job,Safe Job,Data scientist,73,"97, 96, 95, 95, 95",95.6,22.6,Objective,,,,,
Dangerous Job,Safe Job,Jazz musician,90,"95, 94, 85, 85, 85",88.8,1.2,Objective,,,,,
Dangerous Job,Safe Job,Police officer,28,"13, 29, 25, 20, 22",21.8,6.2,Objective,,,,,
Dangerous Job,Safe Job,Underwater welder,12,"8, 8, 5, 5, 5",6.2,5.8,Objective,,,,,
Dangerous Job,Safe Job,Software developer,66,"94, 90, 95, 95, 95",93.8,27.8,Objective,,,,,
Dangerous Job,Safe Job,Pest control,39,"80, 79, 35, 35, 35",52.8,13.8,Objective,,,,,
Dangerous Job,Safe Job,Real estate agent,90,"94, 87, 85, 82, 78",85.2,4.8,Objective,,,,,
Dangerous Job,Safe Job,Pharmacist,73,"78, 83, 88, 88, 85",84.4,11.4,Objective,,,,,
Dangerous Job,Safe Job,Online instructor,91,"96, 99, 98, 97, 95",97,6,Objective,,,,,
Dangerous Job,Safe Job,Mail carrier,47,"69, 89, 60, 72, 72",72.4,25.4,Objective,,,,,
Dangerous Job,Safe Job,Retail worker,53,"83, 83, 78, 78, 75",79.4,26.4,Objective,,,,,
Dangerous Job,Safe Job,Web designer,84,"97, 93, 95, 95, 95",95,11,Objective,,,,,
Dangerous Job,Safe Job,Marketing analyst,78,"86, 94, 95, 95, 92",92.4,14.4,Objective,,,,,
Dangerous Job,Safe Job,Bartender,66,"62, 82, 55, 65, 68",66.4,0.4,Objective,,,,,
Dangerous Job,Safe Job,Data entry clerk,98,"89, 90, 95, 95, 95",92.8,5.2,Objective,,,,,
Dangerous Job,Safe Job,Accountant,64,"84, 85, 95, 95, 95",90.8,26.8,Objective,,,,,
Dangerous Job,Safe Job,Marine biologist,26,"46, 73, 45, 55, 55",54.8,28.8,Objective,,,,,
Dangerous Job,Safe Job,Security guard,39,"15, 39, 35, 30, 32",30.2,8.8,Objective,,,,,
Dangerous Job,Safe Job,Window washer,9,"33, 51, 12, 12, 15",24.6,15.6,Objective,,,,,
Dangerous Job,Safe Job,Chef,52,"50, 66, 40, 55, 62",54.6,2.6,Objective,,,,,
Dangerous Job,Safe Job,Journalist,52,"64, 64, 35, 40, 42",49,3,Objective,,,,,
Dangerous Job,Safe Job,Remote worker,90,"100, 100, 98, 97, 95",98,8,Objective,,,,,
Dangerous Job,Safe Job,Research analyst,79,"70, 81, 92, 92, 92",85.4,6.4,Objective,,,,,
Dangerous Job,Safe Job,Deep sea diver,5,"19, 15, 8, 5, 8",11,6,Objective,,,,,
Dangerous Job,Safe Job,Surgeon,49,"35, 45, 35, 72, 55",48.4,0.6,Objective,,,,,
Dangerous Job,Safe Job,Financial analyst,65,"89, 85, 92, 92, 92",90,25,Objective,,,,,
Dangerous Job,Safe Job,Wildfire fighter,11,"30, 25, 5, 3, 5",13.6,2.6,Objective,,,,,
Dangerous Job,Safe Job,Lumberjack,13,"27, 28, 10, 10, 12",17.4,4.4,Objective,,,,,
Dangerous Job,Safe Job,Physical therapist,47,"78, 85, 82, 85, 85",83,36,Objective,,,,,
Dangerous Job,Safe Job,Electrical lineman,20,"18, 24, 10, 10, 12",14.8,5.2,Objective,,,,,
Dangerous Job,Safe Job,Mechanic,54,"32, 31, 30, 50, 42",37,17,Objective,,,,,
Dangerous Job,Safe Job,Social worker,46,"88, 79, 65, 62, 62",71.2,25.2,Objective,,,,,
Dangerous Job,Safe Job,Roofer,17,"43, 21, 12, 15, 15",21.2,4.2,Objective,,,,,
Dangerous Job,Safe Job,HR professional,78,"90, 82, 92, 95, 92",90.2,12.2,Objective,,,,,
Dangerous Job,Safe Job,Office manager,75,"90, 85, 92, 95, 92",90.8,15.8,Objective,,,,,
Dangerous Job,Safe Job,Yoga instructor,83,"87, 80, 90, 95, 92",88.8,5.8,Objective,,,,,
Dangerous Job,Safe Job,Paramedic,32,"34, 21, 20, 22, 22",23.8,8.2,Objective,,,,,
Dangerous Job,Safe Job,Oil rig worker,22,"11, 7, 8, 8, 8",8.4,13.6,Objective,,,,,
Childish,Mature,Tantrum,0,"8, 4, 3, 3, 3",4.2,4.2,Subjective,,,,,
Childish,Mature,Candy addiction,26,"21, 8, 12, 12, 12",13,13,Subjective,,,,,
Childish,Mature,Side hustle,44,"70, 71, 72, 72, 68",70.6,26.6,Subjective,,,,,
Childish,Mature,Silly prank,11,"32, 18, 10, 15, 12",17.4,6.4,Subjective,,,,,
Childish,Mature,Therapy,52,"88, 90, 88, 85, 85",87.2,35.2,Subjective,,,,,
Childish,Mature,Stock investing,94,"88, 95, 85, 88, 88",88.8,5.2,Subjective,,,,,
Childish,Mature,Binge watching,40,"56, 15, 30, 30, 28",31.8,8.2,Subjective,,,,,
Childish,Mature,Sucking thumb,3,"1, 3, 2, 2, 2",2,1,Subjective,,,,,
Childish,Mature,Mentoring others,68,"93, 91, 90, 90, 90",90.8,22.8,Subjective,,,,,
Childish,Mature,Toy car,6,"17, 14, 5, 5, 5",9.2,3.2,Subjective,,,,,
Childish,Mature,Career investment,66,"88, 89, 88, 88, 88",88.2,22.2,Subjective,,,,,
Childish,Mature,Long-term relationship,63,"90, 88, 85, 88, 85",87.2,24.2,Subjective,,,,,
Childish,Mature,Will writing,91,"91, 91, 95, 95, 92",92.8,1.8,Subjective,,,,,
Childish,Mature,Pacifier,2,"3, 4, 2, 2, 2",2.6,0.6,Subjective,,,,,
Childish,Mature,Kids TV,17,"10, 7, 5, 5, 5",6.4,10.6,Subjective,,,,,
Childish,Mature,Playground,14,"25, 13, 5, 5, 8",11.2,2.8,Subjective,,,,,
Childish,Mature,College parties,35,"48, 47, 35, 25, 25",36,1,Subjective,,,,,
Childish,Mature,Stuffed animal,6,"40, 20, 8, 8, 8",16.8,10.8,Subjective,,,,,
Childish,Mature,Financial planning,57,"88, 81, 92, 92, 90",88.6,31.6,Subjective,,,,,
Childish,Mature,Weak apology,41,"15, 11, 18, 18, 15",15.4,25.6,Subjective,,,,,
Childish,Mature,Teen drama,29,"34, 27, 22, 15, 15",22.6,6.4,Subjective,,,,,
Childish,Mature,Finger painting,12,"29, 17, 5, 5, 5",12.2,0.2,Subjective,,,,,
Childish,Mature,Drooling,6,"4, 8, 3, 3, 3",4.2,1.8,Subjective,,,,,
Childish,Mature,Wisdom sharing,91,"88, 79, 92, 92, 92",88.6,2.4,Subjective,,,,,
Childish,Mature,Life insurance,84,"95, 90, 92, 92, 90",91.8,7.8,Subjective,,,,,
Childish,Mature,Ghosting,35,"32, 21, 18, 15, 15",20.2,14.8,Subjective,,,,,
Childish,Mature,Forgiving,92,"86, 100, 85, 85, 85",88.2,3.8,Subjective,,,,,
Childish,Mature,Playing pretend,20,"13, 15, 5, 5, 5",8.6,11.4,Subjective,,,,,
Childish,Mature,Skipping class,31,"25, 27, 18, 12, 12",18.8,12.2,Subjective,,,,,
Childish,Mature,Gaming all day,28,"22, 20, 15, 15, 12",16.8,11.2,Subjective,,,,,
Childish,Mature,Slumber party,17,"40, 31, 12, 10, 10",20.6,3.6,Subjective,,,,,
Childish,Mature,Marriage,62,"90, 88, 82, 82, 82",84.8,22.8,Subjective,,,,,
Childish,Mature,Casual dating,43,"73, 66, 35, 40, 38",50.4,7.4,Subjective,,,,,
Childish,Mature,Voting,55,"83, 94, 82, 80, 78",83.4,28.4,Subjective,,,,,
Childish,Mature,Estate planning,70,"86, 97, 95, 95, 92",93,23,Subjective,,,,,
Childish,Mature,Legacy thinking,78,"89, 97, 95, 92, 92",93,15,Subjective,,,,,
Childish,Mature,Imaginary friend,5,"17, 11, 3, 3, 3",7.4,2.4,Subjective,,,,,
Childish,Mature,Sippy cup,2,"9, 11, 2, 2, 2",5.2,3.2,Subjective,,,,,
Childish,Mature,Career planning,52,"84, 85, 85, 85, 85",84.8,32.8,Subjective,,,,,
Childish,Mature,Budgeting attempt,47,"77, 77, 72, 72, 72",74,27,Subjective,,,,,
Childish,Mature,Impulse spending,32,"30, 16, 15, 18, 15",18.8,13.2,Subjective,,,,,
Childish,Mature,Diapers,2,"0, 9, 1, 1, 2",2.6,0.6,Subjective,,,,,
Childish,Mature,Philanthropy,85,"90, 87, 92, 92, 92",90.6,5.6,Subjective,,,,,
Childish,Mature,Crayon wall art,5,"21, 17, 3, 3, 3",9.4,4.4,Subjective,,,,,
Childish,Mature,Home ownership,62,"98, 96, 88, 88, 85",91,29,Subjective,,,,,
Childish,Mature,Cartoon obsession,8,"18, 18, 10, 10, 10",13.2,5.2,Subjective,,,,,
Childish,Mature,Long-term investing,78,"87, 90, 90, 90, 90",89.4,11.4,Subjective,,,,,
Childish,Mature,Retirement planning,93,"88, 93, 95, 95, 92",92.6,0.4,Subjective,,,,,
Childish,Mature,Generational wealth,98,"92, 96, 95, 95, 92",94,4,Subjective,,,,,
Childish,Mature,Peer pressure,42,"27, 17, 25, 18, 15",20.4,21.6,Subjective,,,,,
Bad habit,Good habit,Regular checkups,78,"92, 95, 90, 90, 88",91,13,Subjective,,,,,
Bad habit,Good habit,Nail biting,22,"32, 37, 10, 12, 10",20.2,1.8,Subjective,,,,,
Bad habit,Good habit,Drug use,6,"11, 13, 3, 5, 5",7.4,1.4,Subjective,,,,,
Bad habit,Good habit,Junk food occasionally,38,"45, 45, 35, 40, 38",40.6,2.6,Subjective,,,,,
Bad habit,Good habit,Raging,11,"19, 21, 5, 5, 5",11,0,Subjective,,,,,
Bad habit,Good habit,Cooking at home,60,"80, 70, 85, 88, 85",81.6,21.6,Subjective,,,,,
Bad habit,Good habit,Social media addiction,20,"14, 11, 10, 10, 8",10.6,9.4,Subjective,,,,,
Bad habit,Good habit,Hitting snooze,39,"33, 41, 25, 25, 22",29.2,9.8,Subjective,,,,,
Bad habit,Good habit,Caffeine dependence,36,"20, 23, 30, 22, 18",22.6,13.4,Subjective,,,,,
Bad habit,Good habit,Skipping exercise,37,"38, 39, 12, 12, 10",22.2,14.8,Subjective,,,,,
Bad habit,Good habit,Daily exercise,68,"90, 90, 92, 95, 92",91.8,23.8,Subjective,,,,,
Bad habit,Good habit,Daily stretching,82,"85, 94, 85, 90, 88",88.4,6.4,Subjective,,,,,
Bad habit,Good habit,Oversleeping,24,"34, 30, 20, 18, 15",23.4,0.6,Subjective,,,,,
Bad habit,Good habit,Stress eating,28,"27, 12, 12, 12, 12",15,13,Subjective,,,,,
Bad habit,Good habit,Staying hydrated,52,"93, 98, 90, 92, 92",93,41,Subjective,,,,,
Bad habit,Good habit,Meal prepping,70,"78, 85, 88, 90, 88",85.8,15.8,Subjective,,,,,
Bad habit,Good habit,Sleep deprivation,9,"15, 7, 8, 5, 5",8,1,Subjective,,,,,
Bad habit,Good habit,Mindless scrolling,26,"19, 13, 10, 10, 8",12,14,Subjective,,,,,
Bad habit,Good habit,Procrastinating,24,"21, 27, 10, 8, 8",14.8,9.2,Subjective,,,,,
Bad habit,Good habit,Chain smoking,2,"3, 2, 2, 2, 2",2.2,0.2,Subjective,,,,,
Bad habit,Good habit,Regular socializing,64,"70, 86, 82, 82, 82",80.4,16.4,Subjective,,,,,
Bad habit,Good habit,Excessive gaming,22,"32, 26, 15, 10, 10",18.6,3.4,Subjective,,,,,
Bad habit,Good habit,Consistent workouts,86,"83, 82, 90, 92, 90",87.4,1.4,Subjective,,,,,
Bad habit,Good habit,Binge junk food,6,"11, 15, 5, 5, 5",8.2,2.2,Subjective,,,,,
Bad habit,Good habit,Learning a skill,59,"82, 75, 88, 92, 88",85,26,Subjective,,,,,
Bad habit,Good habit,Irregular sleep,31,"22, 20, 12, 12, 10",15.2,15.8,Subjective,,,,,
Bad habit,Good habit,Journaling,56,"73, 72, 85, 85, 85",80,24,Subjective,,,,,
Bad habit,Good habit,Consistent sleep,76,"87, 92, 90, 92, 90",90.2,14.2,Subjective,,,,,
Bad habit,Good habit,Messy workspace,37,"35, 33, 18, 18, 15",23.8,13.2,Subjective,,,,,
Bad habit,Good habit,Gratitude practice,60,"77, 77, 88, 90, 88",84,24,Subjective,,,,,
Bad habit,Good habit,Learning daily,96,"77, 74, 90, 92, 90",84.6,11.4,Subjective,,,,,
Bad habit,Good habit,Regular sleep,50,"95, 95, 90, 90, 90",92,42,Subjective,,,,,
Bad habit,Good habit,Regular saving,96,"83, 92, 88, 92, 90",89,7,Subjective,,,,,
Bad habit,Good habit,Healthy diet,91,"93, 94, 92, 92, 90",92.2,1.2,Subjective,,,,,
Bad habit,Good habit,Light stretching,44,"78, 89, 82, 85, 85",83.8,39.8,Subjective,,,,,
Bad habit,Good habit,Morning routine,63,"84, 73, 85, 88, 85",83,20,Subjective,,,,,
Bad habit,Good habit,Budgeting,68,"79, 82, 88, 88, 88",85,17,Subjective,,,,,
Bad habit,Good habit,Consistent reading,61,"67, 70, 88, 88, 85",79.6,18.6,Subjective,,,,,
Bad habit,Good habit,Meditation,75,"69, 71, 90, 90, 90",82,7,Subjective,,,,,
Bad habit,Good habit,Daily mindfulness,96,"73, 76, 88, 90, 88",83,13,Subjective,,,,,
Bad habit,Good habit,Limiting screen time,63,"77, 75, 82, 85, 82",80.2,17.2,Subjective,,,,,
Bad habit,Good habit,Daily vitamins,67,"50, 59, 78, 82, 82",70.2,3.2,Subjective,,,,,
Bad habit,Good habit,Heavy drinking,3,"7, 4, 5, 5, 5",5.2,2.2,Subjective,,,,,
Bad habit,Good habit,Impulse buying,18,"15, 19, 10, 10, 8",12.4,5.6,Subjective,,,,,
